NOMBREADJUDICADO,total_pagado,num_contratos,pago_promedio,num_regiones,num_servicios,años_activo,CLUSTER
ROCK DRILLING S.A.,84439677,1,42219838.5,1,1,1,0
ROCTERRA INGENIERIA Y SERVICIO LTDA.,2494716072,4,108465916.17391305,1,2,3,0
RODHOS ASESORIAS Y PROYECTOS  SPA,267000000,1,44500000.0,1,1,2,0
RODRIGO CESAR CAMINO SANCHEZ,108217398,1,27054349.5,1,1,1,0
RODRIGO EXEQUIEL NAVARRETE MORENO,49704009,1,16568003.0,1,1,1,0
RODRIGO MARCELO POBLETE RABANAL,1666000,1,1666000.0,1,1,1,0
ROGERS GUENUMAN CARDENAS,45523555,5,3251682.5,1,1,2,0
ROJAS TOLEDO ISMAEL HUMBERTO,1316996315,6,41156134.84375,1,2,5,0
ROJAS Y AGUILERA LIMITADA,52173526,1,13043381.5,1,1,2,0
ROLANDO IGNACIO SALAS VARELA,30000,1,30000.0,1,1,1,0
RONAV HIDRAULICA E.I.R.L.,4697406,1,4697406.0,1,1,1,0
RONY NAVARRETE PEREZ,123241500,5,9480115.384615384,1,1,4,0
ROPAL INGENIERIA Y CONSTRUCCION LTDA,2858233118,16,34856501.43902439,1,3,6,0
RPE MAQUINARIAS SPA,17526915,1,17526915.0,1,1,1,0
RPS INGENIERIA E INSPECCIONES LIMITADA,220896536,3,15778324.0,3,2,3,0
RRS SERVICIOS SPA,115958360,2,38652786.666666664,1,1,1,0
RUBEN CERDA E HIJOS LIMITADA,200000000,1,200000000.0,1,1,1,0
RUBEN CERDA MERCADO,213728673,4,35621445.5,2,1,3,0
RUBIO CARTES Y MEZA INGENIEROS CONSULTORES  LTDA.,36513750,1,9128437.5,1,1,1,0
RUIZ Y DOBERTI LTDA.,8575000,2,2858333.3333333335,1,1,3,0
RUT EXTRANJERO,220431913,4,20039264.818181816,3,2,5,0
S Y P LTDA,914389304,10,36575572.16,1,2,1,0
S.Y S. INGENIEROS CONSULTORES LTDA.,70000000,1,23333333.333333332,1,1,1,0
SAAR CONSTRUCCIONES LTDA.,354218254,2,12650651.92857143,1,1,2,0
SACYR CHILE S.A.,11270233528,5,168212440.7164179,4,1,9,3
SACYR OPERACION Y SERVICIOS S.A.,121540060300,24,134298409.17127073,10,3,9,3
SADY RODRIGO TORRES DIAZ,1523200,1,1523200.0,1,1,1,0
SAN FELIPE EN LIQUIDACION S.A.,453910086,3,90782017.2,1,1,1,0
SAN FELIPE S.A.,264440494644,70,270665808.23336744,10,4,11,1
SAN FELIPE SPA,57401836,1,57401836.0,1,1,1,0
SANDRA VERONICA HARO ARCOS,114200000,3,19033333.333333332,1,1,2,0
SANTA EDUARDA SPA,269652752,3,29961416.888888888,1,2,3,0
SANTA MERCEDES INGENIEROS CONSULTORES SPA,94150000,1,23537500.0,1,1,2,0
SANTIAGO RAMON URZUA MILLAN,980725633,1,980725633.0,1,1,1,0
SAUL MOLINA FIGUEROA,1723098751,18,27791915.33870968,1,1,10,0
SAYCA INGENIERIA LTDA.,9795240,1,9795240.0,1,1,1,0
SCHNETTLER Y MORELLI INGENIERIA LTDA.,269049000,18,5275470.588235294,2,2,4,0
SCHWERTER SPA.,23117821942,18,106533741.66820276,2,3,5,0
SEANTO CHILE SPA,63863844,1,12772768.8,1,1,1,0
SEBASTIAN FRANCISCO BOSSEL SOLIS,28500568,3,3562571.0,1,1,3,0
SEBASTIAN GUILLERMO SCHAUB ESPINOSA,1000000,1,1000000.0,1,1,1,0
SEBUINCO INGENIERIA Y CONSTRUCCION LIMITADA,230857294,2,38476215.666666664,2,1,3,0
SEGURIDAD VIAL ELY-LOZ LIMITADA,586008249,3,65112027.666666664,3,1,2,0
SELBA E.HERMOSILLA MARIN,66100000,1,22033333.333333332,1,1,2,0
SEMA INGENIERIA Y CONSTRUCCION LTDA.,577433140,5,33966655.294117644,1,1,3,0
SERGIO ANDRES MADARIAGA BRAVO,2380555256,7,48582760.32653061,1,2,3,0
SERGIO ANTONIO MORA THIERS,509287802,5,46298891.09090909,1,1,1,0
SERGIO CERVA S.A.,50893265733,26,137178613.8355795,2,1,14,3
SERGIO CONTRERAS Y ASOC. ING. CIVILES LTDA.,125700000,1,125700000.0,1,1,1,0
SERGIO JUAN C.ARAVENA MOLINA,991039616,8,24171697.951219514,1,2,8,0
SERGIO MELO VERGARA,17500000,1,8750000.0,1,1,1,0
SERGIO MORA THIERS E.I.R.L.,470902182,3,26161232.333333332,2,2,3,0
SERGIO PATRICIO OYARZUN DIAZ,3353857799,13,45943257.52054795,3,7,7,3
SERGIO RIQUELME BECERRA ING.CONSULTORES EIRL,987948003,2,18999000.057692308,2,1,6,0
SERGIO SILVA SA,21908106,1,5477026.5,1,1,1,0
SERGIO VILICIC PENA,264853020,4,18918072.85714286,1,1,6,0
SERV GRLS JUAN DEL RIO ESPAÑA EIRL,92177281,2,30725760.333333332,1,1,1,0
SERV PROF. DE ING. ERNESTO INOSTROZA Y CIA LTDA,2837801846,8,56756036.92,5,3,4,3
SERV Y ASESORIAS ING JORGE CAMPUSANO GONZALEZ EIRL,48850000,1,48850000.0,1,1,1,0
SERV. CONST. E INMOB. PERLA DEL SUR LTDA.,75005794,1,10715113.42857143,1,1,2,0
SERV. CONSTR. E INMOB. AGUAS E INGENIERIA LTDA.,9056479201,45,34304845.458333336,3,4,12,3
SERV. DE ING. CONST. Y PROY. INGEPROC SPA,8323995259,4,260124851.84375,3,2,3,0
SERV. DE MAQUINARIAS Y CONSTRUCCION ANDINOR LTDA,1607042051,3,178560227.8888889,2,2,6,0
SERV. INGEN. Y CONST. CLAUDIO DELGADO EIRL,15780600,1,7890300.0,1,1,1,0
SERV. MECANIZADOS SERVITERRA LTDA.,111302497954,51,210401697.45557657,3,4,8,3
SERV. TOPOGRAFICOS PATRICIO CACERES S.  E.I.R,60099000,1,15024750.0,1,1,2,0
SERV.A LA CONSTR.Y MINERIA RICHARD OLCAY EIRL,7521487000,42,85471443.18181819,2,3,7,3
SERV.AEROFOTOGRAMETRICO GRAL.JUAN SOLER MANFREDINI,417751935,6,29839423.92857143,5,1,5,0
SERV.CONST.Y MAQ.TALMAQQ LTDA,950011499,3,105556833.22222222,2,3,4,0
SERV.DE TELEDETECCION AEROESPACIAL APLICADA LTDA.,105000000,1,105000000.0,1,1,1,0
SERV.PROFESIONALES Y CONSULTORES GEOYGEO LTDA,338594682,3,33859468.2,2,1,2,0
SERVICIO AEROFOTOGRAMETRICO GRAL. JUAN SOLER M.,93552011,4,5847000.6875,4,1,3,0
SERVICIO DE INGENIERIA Y CONSTRUCCION CIA. LTDA.,122379375,4,30594843.75,3,1,3,0
SERVICIO DE TRANSPORTE Y MINERIA LIMITADA,54127150,1,54127150.0,1,1,1,0
SERVICIOS BARCAS SPA,40856270,1,40856270.0,1,1,1,0
SERVICIOS CONSTRUCCION E INGENIERIA LTDA.,20185970,1,20185970.0,1,1,1,0
SERVICIOS DE AEREOFOTOGRAMETRIA DIGITAL LIMITADA,124275000,1,124275000.0,1,1,1,0
SERVICIOS DE INFORMACION GEOGRAFICA LTDA,100998379,1,14428339.857142856,1,1,2,0
SERVICIOS DE INGENIERIA AQUAWELLS S.A.,568215943,29,4474141.283464567,3,1,6,0
SERVICIOS DE INGENIERIA DEUMAN LTDA.,48102000,1,16034000.0,1,1,1,0
SERVICIOS DE INGENIERIA MICHEL,26220000,1,26220000.0,1,1,1,0
SERVICIOS DE INGENIERIA PRIMAQ LIMITADA,55438530,1,55438530.0,1,1,1,0
SERVICIOS EDITORIALES ELETTER COMPANY LIMITADA,47914572,2,9582914.4,1,1,2,0
SERVICIOS ESPECIALIZADOS INGENIERIA VIAL S.A.,134500000,2,33625000.0,2,2,3,0
SERVICIOS FORESTALES LOS COLES LTDA.,98682120,3,9868212.0,1,1,2,0
SERVICIOS GEOLOGICOS GEODATOS S.A.I.C.,17379950,1,17379950.0,1,1,1,0
SERVICIOS GEOTECNICOS E INGENIERIA ERGONIKA,118879680,1,59439840.0,1,1,1,0
SERVICIOS HIDROAQUA DOS HERMANOS LTDA.,1742870798,9,60098993.03448276,1,3,4,0
SERVICIOS INDUSTR.Y TECNICA CIENTIFICA LTDA.,1407074853,2,127915895.72727273,1,1,3,0
SERVICIOS INDUSTRIALES Y COMERCIALES RECUPERO ASEG,178214448,1,59404816.0,1,1,2,0
SERVICIOS INTEGRALES EN INGENIERIA MAQUINARIAS Y C,398114500,1,56873500.0,1,1,2,0
SERVICIOS INTEGRALES INCOMAQ SPA,245696920,1,61424230.0,1,1,1,0
SERVICIOS MARITIMOS JOVIMAR LTDA.,524994008,1,262497004.0,1,1,1,0
SERVICIOS MECANIZADOS RIO PUDETO LTDA,329660925,2,20603807.8125,1,1,2,0
SERVICIOS SOLDEU S.A.,9389753543,27,69042305.46323529,4,1,9,3
SERVICIOS SOLDEU SPA,12066517083,17,124397083.32989691,4,4,5,3
SERVICIOS SUBMARINOS INGENIEROS LIMITADA,97688323,1,97688323.0,1,1,1,0
SERVICIOS TECNICOS URBANOS LIMITADA,131128775,2,65564387.5,1,1,1,0
SERVICIOS Y EQUIPOS MARINOS LIMITADA,47582924,1,47582924.0,1,1,1,0
SERVISUB INGENIEROS LTDA.,136290700,3,45430233.333333336,1,1,1,0
SIERRA Y COMPANIA LTDA.,2332355810,19,30290335.194805194,3,3,5,0
SIGA INGENIERIA Y CONSULTORIA S.A.,2446623247,14,21091579.71551724,4,3,10,3
SIMONE ALEJANDRA RIVANO SALAS,1970000,1,1970000.0,1,1,1,0
SIMTECH LTDA.,270321459,1,270321459.0,1,1,1,0
SK COMSA MONTAJES Y EQUIPOS S.A.,3388343807,1,211771487.9375,1,1,4,0
SKM-IRH SPA,805718619,4,40285930.95,3,1,5,0
SKYRING MARINE LTDA,78055875,1,11150839.285714285,1,1,2,0
SOC AUSTRAL DE ELECTRICIDAD S.A.,312295388,4,62459077.6,2,1,3,0
SOC COMERCIAL DE SIST. ELECTRICOS PROY. E INV. LTD,33966000,1,8491500.0,1,1,1,0
SOC CONST.INM.IND.COM Y DE SERV COLLIN LTDA,1817604991,17,26342101.31884058,3,3,4,0
SOC CONSTRUCTORA AUGANT MILIC LTDA,126398442,1,21066407.0,1,1,2,0
SOC CONSTRUCTORA E INMOBILIARIA CAREL LTDA.,42789190219,6,152818536.49642858,1,3,14,3
SOC CONSTRUCTORA SALMA LTDA,1714736927,4,55314094.41935484,1,1,4,0
SOC ING CIVIL AYSEN RICARDO SABAG RIADI EIRL,2447906791,2,101996116.29166667,1,2,3,0
SOC INGENIERIA CONSTRUCCION Y MAQUINARIA SPA,351527940936,154,294905990.7181208,16,12,11,1
SOC INGENIERIA CONSTRUCTIVA LTDA,338312635,2,33831263.5,1,2,2,0
SOC INGENIERIA Y CONST TIERRA SUR SPA,736178602,2,43304623.64705882,1,1,4,0
SOC INSTALADORA MECANICA Y ELECTRICA LIMITADA,4317330916,6,93855019.91304348,3,3,7,3
SOC. AGRICOLA Y FORESTAL LOS RIOS LTDA.-,206718095,3,12919880.9375,1,1,4,0
SOC. CONSTRUCT. JORGE RAMIREZ Y AVELINA URRA LTDA.,2361186156,8,32345015.83561644,1,4,8,3
SOC. CONSTRUCTORA ANCUD LTDA.,9309898210,7,113535344.02439025,1,2,5,0
SOC. CONSTRUCTORA EL JUNCO LTDA.,4751066128,10,70911434.74626866,1,2,7,0
SOC. CONSTRUCTORA GONLOA LTDA,432999976,4,30928569.714285713,1,2,1,0
SOC. CONSTRUCTORA MORMEL LTDA.,480329514,3,53369946.0,2,2,2,0
SOC. CONSTRUCTORA NABA LTDA,662981204,4,36832289.11111111,2,1,4,0
SOC. CONSTRUCTORA ORTIZ Y COMPAÑIA LIMITADA,2004764831,1,133650988.73333333,1,3,3,0
SOC. CONSTRUCTORA PEDRO ARAYA LTDA,2779593393,20,33489077.024096385,1,4,10,3
SOC. CONSTRUCTORA QUINGUZ LTDA.,7967506420,19,113821520.28571428,9,1,6,3
SOC. CONSTRUCTORA V Y A LTDA,506445921,2,56271769.0,1,1,2,0
SOC. CONSTRUCTORA Y REP. AES LTDA,1906438990,3,82888651.73913044,1,3,6,0
SOC. DE ING. Y MOV. DE TIERRA DEL PACIFICO LTDA.,1176107000,5,235221400.0,1,1,2,0
"SOC. DE ING., CONST. Y EXT. CAMPOS Y CAMPOS LTDA.",45755500,1,45755500.0,1,1,1,0
SOC. DE INGENIERIA VILLANUEVA ROA LTDA.,243265007,1,121632503.5,1,1,1,0
SOC. DE INVERSIONES E I. TEINCO LTDA.,326396589,5,36266287.666666664,2,1,2,0
SOC. DE RESPONSABILIDAD PROVHCO INGENIERIA LTDA.,211909250,1,211909250.0,1,1,1,0
SOC. DE SERV. GRALES. Y CONSTRUCCION LTDA.,948481130,2,45165768.0952381,2,1,2,0
SOC. DE SERV. PROF.  Y CONSULT. GEOSAFE LTDA.,9997148,1,9997148.0,1,1,1,0
SOC. DE TRANSPORTES Y COMERCIO MARITIME SERVICE LT,248219677,2,62054919.25,2,2,2,0
"SOC. INGENIERIA, CONSTRUCCION Y MAQUINARIA LTDA.",37822206535,41,172704139.42922375,14,5,4,3
SOC. SANCHEZ Y CARRASCO INGENIERIA LTDA.,452682228,42,4920459.0,4,4,11,3
SOC.ASFALTOS DEL MAULE ING.Y CONST.LTDA,81223735462,44,129543437.738437,4,6,15,3
SOC.CARLOS ANTONIO Y GERMAN H.SALAZAR GATICA LTDA.,6741431523,21,93630993.375,3,4,12,3
SOC.COMERCIAL VILAS MOTOR Y CIA LTDA.,12245850,1,6122925.0,1,1,1,0
SOC.COMERCIAL Y CONSTRUCTORA SEGURIEQUIP LTDA.,20955110636,25,92313262.71365638,6,4,7,3
SOC.CONST.GARCES GONZALEZ Y CIA.LTDA.,86730624,3,14455104.0,1,1,3,0
SOC.CONSTR. Y SERVICIOS DE INGENIERIA B.R.I. LTDA.,7244722971,2,258740106.10714287,1,2,3,0
SOC.CONSTRUCTORA BURGOS VALERA  EIRL,2723364146,6,90778804.86666666,1,3,4,0
SOC.CONSTRUCTORA BURGOS VALERA Y CIA LTDA,6524146018,20,51778936.65079365,3,2,9,3
SOC.CONSTRUCTORA CANTERA S. A.,2032291692,5,61584596.72727273,2,2,9,0
SOC.CONSTRUCTORA Y SERVICIOS  DORGAMBIDE LTDA.,585864139,3,73233017.375,2,1,4,0
SOC.CONSULTORA Y COMERCIAL GEONORTE LTDA.,6834380294,20,68343802.94,2,6,13,3
SOC.DE ARQUITECTURA ARQUIFERREIRA LTDA.,71758400,1,11959733.333333334,1,1,3,0
"SOC.DE CONSTRUC.,PROYECT.,SERVICIOS E ING.CSP LTDA",1723117362,10,50679922.4117647,3,2,5,0
SOC.DE ING.Y CONSTRUCCION ASFALCO LTDA,1003100938,3,52794786.21052632,1,1,1,0
SOC.DE INVERSIONES LO ESPEJO LIMITADA,3196752307,4,99898509.59375,1,1,1,0
SOC.DE SERV.DE TRANSP.MAQUINARIAS Y EQ.MECANO SPA,406088445,1,101522111.25,1,1,1,0
SOC.DE SERVICIOS INTEGRAL PLAZA E HIJOS LTDA.,100804260,3,25201065.0,1,1,1,0
SOC.INGEN.CAMINO OJEDA Y FLORES LTDA.,1105729752,4,34554054.75,1,1,4,0
SOC.PRESTADORA SERVS.ING.LETELIER Y BELTRAN LTDA.,249483165,2,24948316.5,2,1,3,0
SOC.PROF.ASOC.POR LA GEST.Y ADM.AMBIENT.Y CIA.LTDA,207333800,5,10912305.263157895,2,1,6,0
SOC.PROYECTOS Y SERVICIOS DE INGENIERIA LTDA.,3956815593,2,127639212.67741935,2,2,5,0
SOCIED.CONSTRUCTORA GONZALEZ LOAIZA LIMITADA,5038171393,11,67175618.57333334,1,5,5,3
SOCIEDAD  CONSTRUCTORA Y SERVICIOS INAKI LTDA,8948239701,6,162695267.29090908,2,2,11,3
SOCIEDAD  GARIN  Y  OTROS  LTDA.,8834131564,13,96023169.17391305,2,3,10,3
SOCIEDAD ARCHIPIELAGO SUR CONSTRUCCIONES Y ASESORI,328896330,2,36544036.666666664,1,1,2,0
SOCIEDAD ASEMAFOR SPA,978402904,12,16306715.066666666,3,1,10,3
SOCIEDAD AUSTRAL DE ELECTRICIDAD S.A.,155014367,1,155014367.0,1,1,1,0
SOCIEDAD AVENDANO Y HERNANDEZ LTDA,78220900,3,26073633.333333332,1,1,2,0
SOCIEDAD CALFRIO_0 LIMITADA,754590877,5,35932898.9047619,1,1,4,0
SOCIEDAD CALL LTDA.,1277979949,21,23666295.35185185,1,2,11,3
SOCIEDAD CIFUENTES-RUBIO LIMITADA,2017916704,8,34791667.31034483,2,2,4,0
SOCIEDAD COMERCIAL BAKER LTDA,10534476798,28,56034451.05319149,5,3,9,3
SOCIEDAD COMERCIAL DE TRANSPORTE ICT LIMITADA,18203368210,52,105833536.10465117,10,5,8,3
SOCIEDAD COMERCIAL MECVALVES LIMITADA,269622356,1,89874118.66666667,1,1,1,0
SOCIEDAD COMERCIAL PONTENOVA Y CIA. LTDA.,257185001,1,51437000.2,1,1,2,0
SOCIEDAD CONCESIONARIA DE CAMINOS SPA,32850854,1,16425427.0,1,1,1,0
SOCIEDAD CONSTRUCTORA  ARQUIVIAL LTDA,6585351569,2,121950954.98148148,1,1,5,0
SOCIEDAD CONSTRUCTORA ALBATROS LTDA.,240620235,2,30077529.375,2,2,2,0
SOCIEDAD CONSTRUCTORA ALCA LTDA,6800155715,5,68001557.15,2,1,5,0
SOCIEDAD CONSTRUCTORA ALONKURA LTDA.,484338742,4,40361561.833333336,1,1,3,0
SOCIEDAD CONSTRUCTORA BAQUEDANO LTDA,1155152045,6,39832829.137931034,2,3,6,0
SOCIEDAD CONSTRUCTORA C&A LTDA.,39269500,1,19634750.0,1,1,1,0
SOCIEDAD CONSTRUCTORA CIVIL UP LTDA.,249099141,6,16606609.4,1,1,4,0
SOCIEDAD CONSTRUCTORA COC LTDA.,22723943,1,22723943.0,1,1,1,0
SOCIEDAD CONSTRUCTORA DAMTEK SPA,230654305,1,57663576.25,1,2,2,0
SOCIEDAD CONSTRUCTORA DE OBRAS VIALES SPA,40639757082,28,298821743.25,8,3,10,3
SOCIEDAD CONSTRUCTORA E INMOBILIARIA SEINCO S. A.,37775283269,83,93735194.2158809,10,8,14,3
SOCIEDAD CONSTRUCTORA E INVERSIONES SOIL LIMITADA,453188554,7,21580407.333333332,3,3,4,0
SOCIEDAD CONSTRUCTORA ECOBRAS LTDA.,3255739367,30,36174881.85555556,4,2,4,0
SOCIEDAD CONSTRUCTORA GIRASOLES LTDA.,15563547434,12,103756982.89333333,1,1,9,0
SOCIEDAD CONSTRUCTORA H.H.  LTDA.,1087329191,2,49424054.13636363,1,1,2,0
SOCIEDAD CONSTRUCTORA HERMANOS LTDA.,793222477,3,113317496.71428572,2,1,2,0
SOCIEDAD CONSTRUCTORA INGENIEROS ASOC.LTDA,73519940,1,24506646.666666668,1,1,2,0
SOCIEDAD CONSTRUCTORA INGETALK LTDA,375872641,1,75174528.2,1,1,1,0
SOCIEDAD CONSTRUCTORA JALCO LTDA,18502158868,21,140167870.21212122,4,1,7,3
SOCIEDAD CONSTRUCTORA JCV LTDA,19067648,5,2118627.5555555555,1,1,3,0
SOCIEDAD CONSTRUCTORA LAS ARAUCARIAS LTDA,17289902145,17,127131633.41911764,2,4,7,3
SOCIEDAD CONSTRUCTORA LAS CHILCAS SPA,2813489518,8,54105567.65384615,2,2,3,0
SOCIEDAD CONSTRUCTORA LIBERTERRA LTDA.,6558506164,41,42041706.179487176,1,5,9,3
SOCIEDAD CONSTRUCTORA MATAQUITO SPA.,8149482738,26,56989389.77622378,2,4,10,3
SOCIEDAD CONSTRUCTORA MELENDEZ LTDA.,192131099,1,192131099.0,1,1,1,0
SOCIEDAD CONSTRUCTORA MOCARDE LTDA.,1128302061,5,41788965.222222224,1,2,4,0
SOCIEDAD CONSTRUCTORA MONTE SUR LTDA,273519303,1,45586550.5,1,1,2,0
SOCIEDAD CONSTRUCTORA MUNOZ Y RICO LIMITADA,349811145,1,49973020.71428572,1,1,2,0
SOCIEDAD CONSTRUCTORA NEHUEN GROUP LTDA.,774554107,4,26708762.310344826,1,1,3,0
SOCIEDAD CONSTRUCTORA O & L LTDA.,518685523,4,22551544.47826087,2,2,2,0
SOCIEDAD CONSTRUCTORA PELLAHUEN LIMITADA,415856903,2,41585690.3,1,1,2,0
SOCIEDAD CONSTRUCTORA PUERTO LAFQUEN SPA,420919450,1,84183890.0,1,2,2,0
SOCIEDAD CONSTRUCTORA RIO LIMARI LTDA,729629667,1,48641977.8,1,1,2,0
SOCIEDAD CONSTRUCTORA SAN AGUSTIN,53763565,1,10752713.0,1,1,1,0
SOCIEDAD CONSTRUCTORA SANTA EDUARDA LTDA,2567233816,18,35656025.222222224,1,5,8,3
SOCIEDAD CONSTRUCTORA SOCONIX SPA,466891458,2,66698779.71428572,2,2,1,0
SOCIEDAD CONSTRUCTORA SUAZO LIMITADA,760895010,3,50726334.0,1,2,4,0
SOCIEDAD CONSTRUCTORA TERREX LTDA.,3414139516,2,131313058.3076923,2,3,4,0
SOCIEDAD CONSTRUCTORA VAPER LIMITADA,248923094,1,35560442.0,1,1,2,0
SOCIEDAD CONSTRUCTORA VIMAR SPA.,2037208101,6,226356455.66666666,1,2,2,0
SOCIEDAD CONSTRUCTORA VON TROTT Y EHLEN LTDA,955732849,2,106192538.77777778,1,2,4,0
SOCIEDAD COSSAM SERVICIOS LIMITADA,387644680,2,55377811.428571425,1,1,1,0
SOCIEDAD DE INGENIERIA Y CONSTRUCCION SINGEC S.A.,14089387668,17,105935245.62406015,3,3,7,3
SOCIEDAD DE INGENIERIA Y SERVICIOS TERRACOP SPA,1178833863,5,73677116.4375,1,2,3,0
"SOCIEDAD DE INGENIERÍA, SERVICIOS Y CONSULTORIA",399764054,3,44418228.222222224,2,1,1,0
SOCIEDAD DE INVERSIONES MOUNTAIN ROAD SPA,4672502998,2,259583499.8888889,1,1,2,0
SOCIEDAD DE INVERSIONES TRESOL LTDA,34355300,3,11451766.666666666,1,1,2,0
SOCIEDAD DE MAQUINARIAS Y SERVICIOS LTDA.,163589300,1,54529766.666666664,1,1,1,0
SOCIEDAD DE SERVICIOS ACUATERRA GROUP LTDA.,1892253642,10,37845072.84,4,2,5,0
SOCIEDAD DE SERVICIOS DE INGENIERIA FENIX LTDA.,339783609,8,9183340.783783784,2,2,4,0
SOCIEDAD DE SERVICIOS EL ROBLE LIMITADA,161591875,2,32318375.0,1,1,3,0
SOCIEDAD DE SERVICIOS INNOVACION PR,155258941,4,10350596.066666666,1,1,6,0
SOCIEDAD DE SERVICIOS INTEGRAL PLAZA SPA,12815140924,18,106792841.03333333,2,3,8,3
SOCIEDAD DE TRANSPORTES VASQUEZ LTA,48450850,1,48450850.0,1,1,1,0
SOCIEDAD DIVING SERVICE SALVAGE SPA,54141712,1,54141712.0,1,1,1,0
SOCIEDAD EMPRESA CONSTRUCTORA HENRO LTDA.,2865969482,17,43423780.03030303,2,6,12,3
SOCIEDAD EXPLOTADORA DE ARIDOS ARIMIX LTDA.,2051363665,7,37297521.18181818,2,2,4,0
SOCIEDAD FINLEZ Y RUIZ LTDA.,278105928,4,27810592.8,1,1,2,0
SOCIEDAD FORESTAL Y AMBIENTAL ALIWEN LTDA.,30792299,1,7698074.75,1,1,3,0
SOCIEDAD INGENIERIA INDICO LTDA.-,270049739,4,24549976.272727273,1,2,3,0
SOCIEDAD INGENIERIA Y CONSTRUCCION KNIGA SPA,137771265,1,27554253.0,1,1,1,0
SOCIEDAD INGVE LTDA.,1469081830,8,40807828.61111111,1,2,4,0
SOCIEDAD INGVE SPA,1760831369,10,60718323.06896552,1,4,4,0
SOCIEDAD INMOBILIARIA COLLICO LTDA.,18971419793,28,55798293.50882353,1,3,15,3
SOCIEDAD INMOBILIARIA MAC EVOY S.A.,23667285,1,11833642.5,1,1,1,0
SOCIEDAD OJEDA INGENIERIA LTDA.,8252055,1,8252055.0,1,1,1,0
SOCIEDAD ORTIZ Y CISTERNAS LIMITADA,439639866,2,36636655.5,1,1,2,0
SOCIEDAD SERVICIOS Y MAESTRANZAS NG LTDA.,12808509,1,3202127.25,1,1,1,0
SOCIEDAD TIERRA LTDA.,6610502246,84,12567494.764258554,1,2,13,3
SOCIEDAD TRANSMAQ SPA,343624400,1,343624400.0,1,1,1,0
SOCIEDAD TRANSPORTES TRANSVEL SPA,2672997004,6,72243162.27027027,3,1,3,0
SOCIEDAD UBEDA GONZALEZ LIMITADA,7968811,2,3984405.5,1,1,1,0
SOCIEDAD VALDES LIMITADA,11043200,2,5521600.0,1,1,2,0
SOCOAR LTDA.,29834397549,15,100791883.61148648,3,2,12,3
SOINVER INGENIERIA S.A.,49294028532,12,139248668.16949153,1,3,12,3
SOLAM ASESORIAS AMBIENTALES LIMITADA,732671559,10,16651626.340909092,2,2,5,0
SOLDING INGENIERIA LIMITADA,10654500,1,10654500.0,1,1,1,0
SOLETANCHE BACHY CHILE SA.,330346583,1,82586645.75,1,1,3,0
SOLETANCHE BACHY CHILE SPA.,7883779627,2,525585308.46666664,1,1,3,0
SOLUCIONES AMBIENTALES YERKO DEVCIC E.I.R.L.,346899446,4,17344972.3,2,1,5,0
SONDAJES GEOTECNICOS GEOSONDA LIMITADA,198115127,1,99057563.5,1,1,2,0
SONDAJES PERFOMAQ S.A.,2470581826,19,36874355.6119403,3,2,9,3
SONDAJES S.P.A.,45584119015,185,72470777.44833069,11,6,15,1
SONDAJES Y CONSTRUCCIONES PERFORROTER LIMITADA,1386705990,9,47817447.93103448,2,2,2,0
SOTRADEL SPA,359620830,2,51374404.28571428,2,1,1,0
STRABEN INGENIERIA Y CONSTRUCCION LTDA,4976562802,1,355468771.5714286,1,2,2,0
SUEZ MEDIOAMBIENTE CHILE S.A.,289041724,2,41291674.85714286,1,2,3,0
SUMINISTROS Y SOLUCIONES MINERAS LTDA,3439680,1,3439680.0,1,1,1,0
SUPPLY GROUP SPA,10919440,1,10919440.0,1,1,1,0
SUR GLOBAL SERVICIOS SPA,3956080,2,1978040.0,1,2,2,0
SUR SOCIAL CONSULTORA SPA,20590570,1,20590570.0,1,1,1,0
SURALIS S.A,11804425,4,1686346.4285714286,1,2,3,0
SURFACE S.A.,27944845,1,13972422.5,1,1,1,0
SUSTENTABLE S.A.,31528886,1,31528886.0,1,1,1,0
SV SIGNO VIAL SPA,21502110,2,10751055.0,1,1,1,0
SYSTEP INGENIERIA Y DISENOS S.A.,30000000,1,30000000.0,1,1,1,0
TADEO SEGUNDO MAYORGA MENDEZ,85410880,5,7764625.454545454,1,1,3,0
TAGUA TAGUA CONSULTORES LIMITADA,23970539,1,5992634.75,1,1,2,0
TECNICA Y PROYECTOS S.A. AGENCIA EN CHILE,9135673032,29,61727520.48648649,8,6,9,3
TECNO RECURSOS S.A.,495034006,2,49503400.6,2,2,2,0
TECNO SERVICIOS LIMITADA,1627392525,9,30705519.339622643,2,6,4,3
TEKNORIEGO SOLUCIONES AMBIENTALES SPA,6007812583,17,75097657.2875,1,4,10,3
TELECOMUNICACIONES Y TRANSPORTES DCD SPA,141956699,1,23659449.833333332,1,1,1,0
TELEFONICA CHILE S.A.,131177901,2,65588950.5,2,1,2,0
TERMODINAMICA LTDA.,872152077,3,96905786.33333333,1,1,1,0
TERRA SERVICE S.A.,840949970,2,120135710.0,1,1,1,0
TESORERIA GENERAL DE LA REPUBLICA,463034880,1,231517440.0,1,1,1,0
TESORERO DE LA ILUSTRE MUNICIPALIDAD DE SANTIAGO,83828900,2,41914450.0,1,1,1,0
TESORERO MUNICIPAL DE QUINTA NORMAL,131515351,1,131515351.0,1,1,1,0
THYSSENKRUPP ELEVADORES S.A.,9769702,2,4884851.0,1,1,2,0
